total_amount,loan_lenght,month_pay,debt_income_ratio,month_income,fico_score,open_credit_lines,tot_credit_lines,rev_credit_bal,inquiries_6_month,del_last_2yrs,public_records,employ_length,status,home_any,home_mortage,home_none,home_own,home_rent
25000,36,873.76,13.0,6500.0,695.0,18.0,38.0,17978.0,2.0,0.0,0.0,0.0,0,0,1,0,0,0
24925,36,873.96,22.2,6716.67,695.0,10.0,38.0,18829.0,3.0,0.0,0.0,10.0,0,0,1,0,0,0
24000,36,874.18,14.66,9166.67,695.0,27.0,59.0,17009.0,1.0,0.0,0.0,7.0,0,0,0,0,0,1
25000,36,874.25,22.13,5833.33,695.0,11.0,19.0,28456.0,2.0,0.0,0.0,10.0,0,0,0,0,1,0
25000,36,874.25,21.96,7000.0,695.0,18.0,40.0,24321.0,2.0,0.0,0.0,10.0,1,0,0,0,1,0
24000,36,874.3,5.1,12750.0,695.0,9.0,20.0,28132.0,0.0,0.0,0.0,4.0,0,0,1,0,0,0
24000,36,874.3,8.61,9833.33,669.0,11.0,22.0,19691.0,0.0,4.0,0.0,4.0,0,0,0,0,0,1
24000,36,874.3,14.77,10000.0,669.0,13.0,24.0,27971.0,1.0,0.0,0.0,4.0,0,0,1,0,0,0
25000,36,874.62,8.26,24166.67,695.0,12.0,34.0,100640.0,2.0,0.0,0.0,6.0,0,0,1,0,0,0
25000,36,874.62,12.44,7666.67,732.0,28.0,52.0,29367.0,2.0,0.0,0.0,10.0,0,0,1,0,0,0
25000,36,874.66,0.04,10416.67,770.0,5.0,19.0,2668.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0
25000,36,874.66,13.88,5416.67,732.0,6.0,13.0,22170.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0
25000,36,874.66,9.84,4531.95,695.0,7.0,26.0,5734.0,0.0,0.0,0.0,5.0,0,0,0,0,0,1
25000,36,874.66,7.36,8500.0,770.0,7.0,36.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1
25000,36,874.66,4.25,4583.33,732.0,9.0,20.0,7783.0,2.0,0.0,0.0,4.0,0,0,0,0,0,1
25000,36,874.66,9.01,8416.67,732.0,11.0,29.0,52307.0,3.0,0.0,0.0,1.0,1,0,1,0,0,0
25000,36,874.66,13.65,5583.33,695.0,13.0,27.0,11325.0,1.0,0.0,0.0,10.0,0,0,1,0,0,0
25000,36,874.66,14.02,8333.33,695.0,15.0,33.0,24594.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1
25000,36,874.66,16.79,13333.33,695.0,15.0,20.0,30459.0,1.0,0.0,0.0,2.0,0,0,1,0,0,0
25000,36,874.66,21.02,10666.67,695.0,19.0,55.0,115152.0,4.0,1.0,0.0,10.0,0,0,1,0,0,0
25500,36,874.88,20.87,5000.0,695.0,10.0,25.0,22127.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
35000,60,874.93,5.65,27083.33,732.0,6.0,25.0,17695.0,6.0,0.0,0.0,3.0,0,0,1,0,0,0
35000,60,874.93,5.77,10333.33,732.0,7.0,11.0,64152.0,1.0,0.0,0.0,3.0,0,0,1,0,0,0
35000,60,874.93,10.97,9583.33,732.0,7.0,27.0,53977.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
35000,60,874.93,8.55,10733.33,732.0,7.0,24.0,22696.0,2.0,0.0,0.0,10.0,0,0,1,0,0,0
35000,60,874.93,16.52,8125.0,732.0,9.0,28.0,8357.0,7.0,0.0,0.0,9.0,0,0,1,0,0,0
35000,60,874.93,17.94,6666.67,732.0,10.0,26.0,33708.0,1.0,0.0,0.0,4.986808401639344,0,0,1,0,0,0
35000,60,874.93,15.48,9583.33,732.0,11.0,23.0,25008.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0
35000,60,874.93,11.38,11833.33,732.0,11.0,38.0,18972.0,1.0,0.0,0.0,3.0,0,0,1,0,0,0
35000,60,874.93,21.84,10166.67,732.0,11.0,35.0,22170.0,3.0,0.0,0.0,6.0,0,0,1,0,0,0
35000,60,874.93,26.32,8333.33,732.0,13.0,32.0,2643.0,0.0,0.0,0.0,10.0,0,0,0,0,0,1
35000,60,874.93,14.77,5729.17,732.0,14.0,20.0,23561.0,1.0,0.0,0.0,10.0,0,0,0,0,1,0
35000,60,874.93,23.01,10000.0,732.0,14.0,39.0,63502.0,0.0,0.0,0.0,4.0,0,0,1,0,0,0
35000,60,874.93,14.22,7666.67,732.0,15.0,34.0,38500.0,1.0,0.0,0.0,6.0,0,0,0,0,0,1
35000,60,874.93,11.72,15833.33,732.0,15.0,36.0,28082.0,2.0,0.0,0.0,2.0,0,0,1,0,0,0
35000,60,874.93,22.75,8083.33,732.0,15.0,25.0,42865.0,1.0,0.0,0.0,4.0,0,0,0,0,0,1
35000,60,874.93,8.7,15000.0,732.0,16.0,39.0,38881.0,2.0,0.0,0.0,0.0,0,0,1,0,0,0
35000,60,874.93,20.92,6000.0,732.0,17.0,40.0,45359.0,0.0,0.0,0.0,5.0,0,0,1,0,0,0
35000,60,874.93,23.84,8161.33,732.0,18.0,35.0,32185.0,0.0,0.0,0.0,5.0,0,0,1,0,0,0
35000,60,874.93,8.4,10000.0,732.0,18.0,43.0,16287.0,3.0,0.0,1.0,7.0,0,0,1,0,0,0
25000,36,875.04,12.96,12583.33,732.0,4.0,31.0,14672.0,6.0,0.0,0.0,9.0,1,0,1,0,0,0
25000,36,875.04,15.73,9000.0,695.0,12.0,33.0,36015.0,1.0,0.0,0.0,2.0,1,0,0,0,0,1
24000,36,875.15,20.08,8750.0,669.0,16.0,55.0,37592.0,2.0,0.0,0.0,10.0,0,0,1,0,0,0
25000,36,875.23,22.09,6635.92,695.0,18.0,30.0,29655.0,0.0,0.0,0.0,10.0,0,0,0,0,0,1
34000,60,875.26,19.58,6000.0,732.0,8.0,20.0,18546.0,3.0,0.0,0.0,10.0,0,0,1,0,0,0
25000,36,875.27,10.85,3916.67,695.0,6.0,19.0,13966.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1
25000,36,875.27,9.68,8291.67,732.0,8.0,20.0,19466.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
25000,36,875.27,16.43,9166.67,695.0,8.0,14.0,43112.0,0.0,0.0,0.0,7.0,0,0,0,0,0,1
25000,36,875.27,17.02,22750.0,695.0,10.0,33.0,67242.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
25000,36,875.27,14.21,11020.83,695.0,11.0,17.0,25262.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1
25000,36,875.27,22.62,5741.89,695.0,12.0,22.0,31174.0,0.0,0.0,0.0,5.0,0,0,1,0,0,0
25000,36,875.27,10.86,10833.33,695.0,12.0,39.0,11258.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1
25000,36,875.27,23.11,8583.33,695.0,15.0,44.0,37810.0,0.0,0.0,0.0,2.0,0,0,1,0,0,0
24000,36,875.39,12.17,5416.67,669.0,9.0,25.0,11369.0,1.0,0.0,0.0,2.0,0,0,0,0,0,1
28000,36,876.13,4.77,6833.33,770.0,6.0,14.0,15173.0,3.0,0.0,0.0,8.0,0,0,1,0,0,0
28000,36,876.13,16.67,10000.0,770.0,6.0,13.0,21064.0,1.0,0.0,0.0,5.0,0,0,1,0,0,0
28000,36,876.13,14.64,5416.67,770.0,7.0,15.0,13504.0,1.0,0.0,0.0,4.0,0,0,0,0,0,1
28000,36,876.13,18.59,8333.33,732.0,7.0,23.0,28773.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0
28000,36,876.13,5.29,9833.33,732.0,7.0,23.0,11849.0,1.0,0.0,0.0,4.0,0,0,1,0,0,0
28000,36,876.13,13.83,4916.67,770.0,8.0,12.0,553.0,1.0,0.0,0.0,4.0,0,0,0,0,0,1
28000,36,876.13,5.81,7000.0,790.0,8.0,30.0,771.0,2.0,0.0,0.0,9.0,0,0,1,0,0,0
28000,36,876.13,16.96,11666.67,770.0,9.0,60.0,57454.0,3.0,0.0,0.0,10.0,0,0,0,0,0,1
28000,36,876.13,16.36,9250.0,770.0,9.0,36.0,16419.0,2.0,0.0,0.0,10.0,0,0,0,0,0,1
28000,36,876.13,1.23,9583.33,770.0,9.0,41.0,7918.0,3.0,0.0,0.0,0.0,0,0,0,0,0,1
28000,36,876.13,15.47,9583.33,770.0,9.0,41.0,36868.0,1.0,0.0,0.0,10.0,0,0,0,0,0,1
28000,36,876.13,12.25,4000.0,770.0,9.0,25.0,120.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
28000,36,876.13,0.56,20833.33,790.0,9.0,17.0,0.0,3.0,0.0,0.0,8.0,0,0,1,0,0,0
28000,36,876.13,3.8,8000.0,770.0,11.0,28.0,17801.0,1.0,0.0,0.0,3.0,0,0,0,0,0,1
28000,36,876.13,14.5,26666.67,770.0,12.0,43.0,36848.0,1.0,0.0,0.0,10.0,0,0,1,0,0,0
28000,36,876.13,9.81,10000.0,770.0,12.0,29.0,9835.0,1.0,0.0,0.0,8.0,0,0,1,0,0,0
28000,36,876.13,11.69,10716.67,770.0,13.0,44.0,11431.0,3.0,0.0,0.0,10.0,0,0,1,0,0,0
28000,36,876.13,7.6,15000.0,770.0,13.0,23.0,202.0,0.0,0.0,0.0,3.0,0,0,1,0,0,0
28000,36,876.13,8.26,12500.0,770.0,19.0,45.0,24259.0,2.0,0.0,0.0,0.0,0,0,1,0,0,0
28000,36,876.13,6.79,5416.67,770.0,20.0,40.0,21034.0,1.0,0.0,0.0,2.0,0,0,0,0,0,1
24000,36,876.36,19.8,5000.0,669.0,25.0,45.0,23555.0,1.0,0.0,1.0,8.0,1,0,1,0,0,0
32000,60,876.37,12.19,30000.0,695.0,26.0,38.0,24148.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
25000,36,876.83,18.08,10000.0,669.0,24.0,30.0,62976.0,2.0,2.0,0.0,0.0,0,0,1,0,0,0
32000,60,877.82,6.04,11500.0,669.0,8.0,27.0,4040.0,2.0,1.0,0.0,10.0,0,0,0,0,0,1
32000,60,877.82,19.81,7750.0,669.0,13.0,35.0,57417.0,2.0,0.0,0.0,10.0,0,0,1,0,0,0
34000,60,878.06,4.82,12583.33,732.0,4.0,10.0,17635.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
33600,60,878.28,7.39,11666.67,695.0,6.0,34.0,33506.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
25000,36,878.31,13.66,6239.33,695.0,8.0,20.0,16535.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1
25000,36,878.31,8.27,14583.33,695.0,8.0,14.0,6126.0,2.0,0.0,1.0,10.0,0,0,1,0,0,0
25000,36,878.31,20.97,6333.0,695.0,9.0,21.0,35669.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1
25000,36,878.31,10.19,11666.67,695.0,9.0,32.0,26224.0,5.0,0.0,0.0,4.0,0,0,1,0,0,0
25000,36,878.31,16.09,10000.0,695.0,12.0,26.0,35159.0,1.0,0.0,0.0,5.0,0,0,1,0,0,0
25000,36,878.31,17.61,6916.67,695.0,14.0,45.0,46519.0,0.0,0.0,0.0,10.0,0,0,0,0,1,0
25000,36,878.31,17.95,7983.33,695.0,14.0,26.0,28330.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1
25000,36,878.31,13.2,13333.33,695.0,15.0,34.0,26937.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
25000,36,878.31,7.36,20833.33,695.0,24.0,52.0,7053.0,1.0,0.0,0.0,2.0,0,0,1,0,0,0
25000,36,878.44,17.68,5708.33,732.0,4.0,22.0,19496.0,1.0,0.0,0.0,5.0,0,0,0,0,0,1
25000,36,878.44,8.21,9166.67,695.0,11.0,33.0,21296.0,1.0,0.0,0.0,3.0,0,0,0,0,0,1
25000,36,878.44,11.68,12916.67,695.0,13.0,36.0,38011.0,1.0,0.0,0.0,10.0,0,0,0,0,0,1
25000,36,878.44,26.55,8750.0,695.0,15.0,30.0,78203.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
24975,36,878.92,9.63,11916.67,695.0,7.0,18.0,37299.0,1.0,0.0,0.0,4.0,0,0,0,0,0,1
25000,36,878.94,10.8,8750.0,732.0,4.0,17.0,33107.0,1.0,0.0,0.0,7.0,0,0,1,0,0,0
25000,36,878.94,11.4,8166.67,732.0,5.0,19.0,14269.0,1.0,0.0,0.0,1.0,1,0,0,0,0,1
25000,36,878.94,17.83,6667.0,695.0,9.0,45.0,17426.0,2.0,0.0,0.0,10.0,0,0,0,0,0,1
25000,36,878.94,15.06,8083.33,695.0,11.0,23.0,62551.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
25000,36,878.94,17.93,20416.67,695.0,14.0,52.0,181638.0,6.0,0.0,0.0,10.0,0,0,1,0,0,0
25000,36,878.94,20.15,10000.0,732.0,14.0,22.0,215175.0,4.0,0.0,0.0,5.0,0,0,1,0,0,0
25000,36,878.94,5.12,9166.67,695.0,18.0,22.0,13486.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0
25000,36,878.94,15.43,14500.0,695.0,20.0,48.0,35010.0,1.0,0.0,1.0,5.0,0,0,1,0,0,0
35000,60,879.09,3.73,8333.33,732.0,5.0,11.0,1798.0,2.0,1.0,0.0,4.0,0,0,1,0,0,0
35000,60,879.09,5.61,20000.0,732.0,7.0,21.0,50325.0,2.0,0.0,0.0,1.0,0,0,1,0,0,0
35000,60,879.09,6.01,16133.33,732.0,11.0,43.0,32222.0,0.0,0.0,0.0,2.0,0,0,1,0,0,0
35000,60,879.09,25.19,8800.0,732.0,14.0,41.0,42641.0,1.0,0.0,0.0,10.0,0,0,1,0,0,0
35000,60,879.09,13.53,9166.67,732.0,15.0,31.0,18116.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0
35000,60,879.09,6.2,8000.0,732.0,21.0,36.0,24376.0,0.0,1.0,0.0,10.0,0,0,1,0,0,0
25000,36,879.18,14.4,4583.33,695.0,4.0,8.0,23348.0,0.0,0.0,0.0,4.0,0,0,0,0,0,1
25000,36,879.18,14.78,7333.33,695.0,10.0,17.0,37680.0,1.0,0.0,0.0,9.0,0,0,0,0,0,1
25000,36,879.18,8.77,10833.33,695.0,10.0,16.0,9506.0,0.0,1.0,0.0,4.0,0,0,0,0,0,1
35000,60,879.47,13.38,5416.67,770.0,2.0,7.0,15124.0,2.0,0.0,0.0,5.0,1,0,0,0,1,0
35000,60,879.47,14.27,10833.33,770.0,6.0,35.0,4966.0,6.0,0.0,0.0,10.0,0,0,1,0,0,0
35000,60,879.47,15.04,9416.67,695.0,9.0,19.0,20919.0,2.0,1.0,0.0,4.0,1,0,1,0,0,0
35000,60,879.47,8.62,13333.33,732.0,9.0,35.0,119970.0,1.0,0.0,0.0,10.0,0,0,1,0,0,0
35000,60,879.47,16.32,5833.33,695.0,12.0,30.0,14541.0,1.0,0.0,0.0,5.0,0,0,1,0,0,0
25000,36,879.8,14.03,15167.0,695.0,11.0,33.0,2036.0,0.0,0.0,0.0,7.0,0,0,1,0,0,0
25000,36,879.8,23.18,11166.67,695.0,20.0,36.0,77269.0,1.0,0.0,0.0,10.0,0,0,0,0,0,1
25000,36,879.85,19.62,10833.33,695.0,9.0,28.0,61165.0,0.0,0.0,0.0,10.0,0,0,0,0,1,0
25000,36,879.85,15.78,7917.0,695.0,15.0,32.0,28636.0,2.0,0.0,0.0,3.0,0,0,1,0,0,0
25000,36,879.85,15.46,23000.0,695.0,15.0,33.0,287002.0,1.0,0.0,0.0,10.0,0,0,1,0,0,0
25000,36,879.85,21.05,10000.0,695.0,16.0,44.0,92764.0,1.0,0.0,0.0,4.0,1,0,1,0,0,0
25000,36,879.85,14.58,11250.0,695.0,18.0,39.0,13018.0,0.0,0.0,1.0,10.0,0,0,1,0,0,0
25000,36,879.85,14.23,18000.0,732.0,28.0,63.0,59308.0,2.0,0.0,0.0,2.0,0,0,1,0,0,0
25000,36,879.92,6.4,3750.0,669.0,8.0,12.0,12704.0,0.0,3.0,0.0,0.0,1,0,0,0,1,0
24000,36,880.11,18.71,7916.67,669.0,10.0,16.0,22860.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1
24000,36,880.11,13.13,7083.33,669.0,12.0,24.0,23311.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
31325,60,880.37,13.04,13333.33,669.0,5.0,24.0,21341.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1
24250,36,880.37,15.41,4666.67,669.0,14.0,20.0,18178.0,4.0,0.0,0.0,0.0,0,0,0,0,0,1
25000,36,880.78,24.84,9416.67,695.0,13.0,33.0,51039.0,0.0,1.0,0.0,6.0,1,0,1,0,0,0
35000,60,880.8,21.95,6583.33,732.0,5.0,10.0,40680.0,0.0,0.0,0.0,10.0,0,0,0,0,0,1
35000,60,880.8,16.49,5416.67,732.0,6.0,25.0,6770.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1
24000,36,881.3,16.52,8662.5,669.0,9.0,31.0,19138.0,6.0,0.0,0.0,10.0,0,0,1,0,0,0
25200,36,881.61,12.0,8021.67,695.0,10.0,26.0,20499.0,0.0,0.0,0.0,4.986808401639344,0,0,1,0,0,0
31200,60,881.88,17.39,6939.58,669.0,12.0,35.0,22699.0,0.0,0.0,0.0,5.0,0,0,0,0,0,1
24250,36,881.97,16.71,18333.33,732.0,23.0,58.0,78724.0,9.0,0.0,0.0,0.0,0,0,0,0,1,0
25000,36,882.39,19.02,10000.0,669.0,17.0,32.0,121719.0,5.0,0.0,0.0,2.0,1,0,1,0,0,0
25000,36,882.51,12.19,6833.33,695.0,8.0,20.0,13544.0,1.0,0.0,0.0,3.0,0,0,1,0,0,0
25000,36,882.51,9.19,11666.67,695.0,10.0,21.0,35180.0,1.0,0.0,0.0,10.0,0,0,1,0,0,0
25000,36,882.51,20.24,11166.67,695.0,11.0,39.0,20398.0,3.0,0.0,0.0,6.0,0,0,0,0,1,0
25000,36,882.51,15.29,10416.67,695.0,12.0,27.0,31031.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
25000,36,882.51,15.08,3833.33,695.0,18.0,50.0,16869.0,1.0,0.0,0.0,10.0,0,0,0,0,0,1
25000,36,882.51,22.47,10416.67,695.0,22.0,38.0,23230.0,2.0,0.0,0.0,6.0,0,0,1,0,0,0
25000,36,882.84,14.67,23750.0,695.0,12.0,24.0,95324.0,0.0,0.0,0.0,4.0,0,0,1,0,0,0
25000,36,882.89,7.53,6000.0,695.0,4.0,25.0,11811.0,0.0,0.0,0.0,5.0,0,0,0,0,0,1
25000,36,882.89,9.78,10000.0,732.0,4.0,16.0,16609.0,0.0,0.0,0.0,6.0,0,0,1,0,0,0
25000,36,882.89,3.79,16666.67,695.0,5.0,8.0,15050.0,5.0,0.0,0.0,10.0,0,0,1,0,0,0
25000,36,882.89,21.66,7916.67,695.0,7.0,19.0,11339.0,1.0,0.0,0.0,10.0,0,0,0,0,1,0
25000,36,882.89,11.28,7500.0,695.0,9.0,14.0,26317.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1
25000,36,882.89,22.48,7083.33,695.0,12.0,37.0,46796.0,3.0,0.0,0.0,9.0,1,0,1,0,0,0
25000,36,882.89,11.85,22917.0,695.0,13.0,29.0,111189.0,0.0,0.0,0.0,2.0,0,0,1,0,0,0
25000,36,882.89,15.57,9166.67,695.0,14.0,22.0,37101.0,2.0,0.0,0.0,0.0,0,0,0,0,1,0
25000,36,882.89,18.35,14166.67,695.0,16.0,25.0,74020.0,0.0,0.0,0.0,10.0,0,0,0,0,0,1
25600,36,883.06,16.86,5000.0,695.0,8.0,22.0,6913.0,1.0,0.0,0.0,6.0,0,0,1,0,0,0
25000,36,883.23,9.81,6667.0,732.0,9.0,16.0,24425.0,0.0,0.0,0.0,10.0,0,0,0,0,0,1
25000,36,883.23,10.52,4030.0,732.0,10.0,31.0,13160.0,0.0,1.0,0.0,1.0,1,0,0,0,0,1
25000,36,883.23,14.32,12083.0,695.0,11.0,26.0,30427.0,1.0,0.0,0.0,2.0,0,0,1,0,0,0
28000,36,883.77,0.54,11054.4,790.0,6.0,18.0,2858.0,2.0,0.0,0.0,10.0,0,0,1,0,0,0
28000,36,883.77,19.79,4745.83,770.0,7.0,29.0,12372.0,0.0,0.0,0.0,8.0,0,0,0,0,0,1
28000,36,883.77,6.05,9583.33,770.0,11.0,24.0,16793.0,0.0,0.0,0.0,8.0,0,0,1,0,0,0
25000,36,883.88,8.19,5200.0,695.0,5.0,33.0,9767.0,2.0,0.0,0.0,10.0,0,0,1,0,0,0
25000,36,883.88,3.12,8166.67,669.0,19.0,24.0,7005.0,9.0,0.0,1.0,5.0,1,0,1,0,0,0
25000,36,884.44,17.94,6096.97,695.0,6.0,29.0,0.0,0.0,2.0,1.0,10.0,0,0,1,0,0,0
25000,36,884.44,13.96,15000.0,695.0,10.0,18.0,16960.0,1.0,0.0,1.0,0.0,1,0,1,0,0,0
25000,36,884.5,9.97,9166.67,695.0,8.0,22.0,15661.0,0.0,0.0,1.0,10.0,1,0,1,0,0,0
25000,36,884.5,24.89,14167.0,695.0,17.0,41.0,41695.0,2.0,0.0,0.0,1.0,0,0,1,0,0,0
24000,36,884.85,23.66,8000.0,669.0,15.0,32.0,33012.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
32000,60,884.9,17.93,6000.0,669.0,13.0,15.0,16468.0,2.0,0.0,0.0,10.0,0,0,1,0,0,0
25000,36,884.99,13.9,6000.0,695.0,9.0,23.0,10630.0,2.0,0.0,0.0,7.0,0,0,0,0,0,1
24000,36,885.52,12.14,6500.0,695.0,9.0,15.0,22161.0,4.0,0.0,0.0,5.0,0,0,0,0,0,1
35000,60,886.49,7.41,7916.67,695.0,7.0,17.0,10954.0,0.0,0.0,0.0,5.0,0,0,0,0,0,1
35000,60,886.49,5.19,6666.67,695.0,10.0,29.0,13046.0,0.0,0.0,0.0,3.0,0,0,1,0,0,0
35000,60,886.49,24.19,8800.0,695.0,15.0,48.0,28511.0,1.0,0.0,0.0,10.0,0,0,1,0,0,0
35000,60,886.49,22.46,9041.67,695.0,16.0,43.0,28958.0,2.0,1.0,0.0,1.0,0,0,1,0,0,0
25000,36,886.75,2.84,9833.33,732.0,12.0,30.0,6835.0,1.0,0.0,0.0,10.0,1,0,0,0,0,1
25000,36,887.47,21.72,6666.67,695.0,9.0,30.0,30182.0,4.0,0.0,0.0,0.0,0,0,1,0,0,0
25000,36,887.54,24.77,12500.0,695.0,16.0,43.0,56883.0,1.0,1.0,0.0,10.0,0,0,1,0,0,0
24000,36,888.14,10.91,5416.67,669.0,6.0,10.0,22456.0,0.0,0.0,0.0,5.0,0,0,0,0,0,1
24000,36,888.14,4.66,8333.33,669.0,10.0,12.0,19769.0,0.0,0.0,0.0,5.0,0,0,1,0,0,0
24000,36,888.14,14.81,9916.67,695.0,10.0,23.0,31881.0,1.0,0.0,0.0,8.0,1,0,1,0,0,0
24000,36,888.14,17.58,7916.67,669.0,11.0,26.0,29253.0,2.0,0.0,0.0,10.0,0,0,0,0,0,1
25000,36,888.46,17.4,8666.67,695.0,10.0,20.0,24289.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1
25000,36,888.46,14.14,8333.33,695.0,12.0,17.0,24036.0,0.0,0.0,0.0,10.0,0,0,0,0,0,1
25000,36,888.46,20.69,7500.0,695.0,13.0,29.0,39640.0,3.0,0.0,0.0,10.0,0,0,1,0,0,0
26000,36,888.5,9.94,10666.0,695.0,7.0,23.0,4521.0,1.0,0.0,1.0,10.0,0,0,1,0,0,0
35000,60,888.58,2.56,7083.33,732.0,4.0,7.0,9479.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1
35000,60,888.58,9.39,15000.0,770.0,7.0,20.0,0.0,6.0,1.0,0.0,10.0,0,0,1,0,0,0
35000,60,888.58,1.55,62500.0,732.0,9.0,35.0,17019.0,1.0,0.0,0.0,7.0,0,0,0,0,0,1
35000,60,888.58,15.81,16266.67,732.0,11.0,19.0,24937.0,5.0,0.0,0.0,5.0,0,0,1,0,0,0
35000,60,888.58,13.11,9583.33,732.0,12.0,36.0,13683.0,0.0,0.0,0.0,9.0,0,0,0,0,0,1
32350,60,888.7,15.92,7583.33,669.0,13.0,42.0,12119.0,1.0,0.0,0.0,10.0,0,0,1,0,0,0
25000,36,889.05,14.32,5166.67,695.0,12.0,25.0,12494.0,6.0,0.0,0.0,2.0,0,0,1,0,0,0
28000,36,889.09,5.51,7083.33,770.0,5.0,25.0,18265.0,2.0,0.0,0.0,10.0,0,0,1,0,0,0
28000,36,889.09,2.98,7083.33,770.0,5.0,16.0,8615.0,2.0,0.0,0.0,7.0,0,0,1,0,0,0
28000,36,889.09,4.95,10000.0,732.0,6.0,24.0,34525.0,0.0,0.0,0.0,6.0,0,0,1,0,0,0
25000,36,889.09,13.36,7169.0,695.0,10.0,24.0,5581.0,0.0,0.0,0.0,4.0,0,0,1,0,0,0
28000,36,889.09,19.28,9166.67,732.0,10.0,36.0,46660.0,0.0,0.0,0.0,10.0,0,0,0,0,0,1
25000,36,889.09,16.25,6416.67,695.0,11.0,24.0,20227.0,0.0,0.0,1.0,10.0,0,0,1,0,0,0
24250,36,889.28,15.21,4583.33,669.0,8.0,16.0,7832.0,1.0,0.0,0.0,5.0,0,0,0,0,1,0
24500,36,889.44,22.37,7666.67,669.0,18.0,41.0,50707.0,1.0,0.0,0.0,10.0,0,0,1,0,0,0
34000,60,889.86,17.26,5416.67,732.0,9.0,18.0,13427.0,0.0,0.0,0.0,6.0,0,0,1,0,0,0
25000,36,889.96,7.34,7916.67,695.0,6.0,15.0,1340.0,1.0,1.0,0.0,9.0,0,0,1,0,0,0
25000,36,889.96,18.43,9000.0,695.0,10.0,20.0,41118.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1
25000,36,890.68,4.33,16666.67,770.0,18.0,33.0,12352.0,9.0,0.0,0.0,1.0,0,0,1,0,0,0
24000,36,890.83,7.42,20833.33,669.0,15.0,47.0,18560.0,1.0,0.0,0.0,10.0,0,0,1,0,0,0
33425,60,891.15,19.82,6000.0,695.0,11.0,25.0,16947.0,2.0,0.0,0.0,4.0,0,0,1,0,0,0
22750,36,891.48,22.33,6166.67,669.0,2.0,17.0,0.0,0.0,2.0,0.0,10.0,0,0,1,0,0,0
25000,36,891.86,9.36,4583.33,732.0,9.0,12.0,6049.0,0.0,0.0,0.0,4.0,1,0,0,0,0,1
32000,60,892.02,8.85,6295.67,695.0,7.0,17.0,12417.0,1.0,0.0,0.0,2.0,0,0,1,0,0,0
26000,36,892.04,22.79,7083.33,695.0,9.0,17.0,19271.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1
24000,36,892.3,20.71,9656.0,669.0,13.0,15.0,17926.0,3.0,0.0,1.0,6.0,1,0,0,0,0,1
24000,36,892.3,11.53,12250.0,695.0,28.0,37.0,26120.0,1.0,0.0,0.0,2.0,0,0,0,0,0,1
27000,36,893.06,8.13,10833.33,732.0,7.0,31.0,14090.0,1.0,0.0,0.0,8.0,0,0,1,0,0,0
25000,36,893.07,20.54,8333.33,695.0,9.0,21.0,33156.0,0.0,0.0,0.0,4.0,0,0,1,0,0,0
35000,60,893.54,5.36,16666.67,732.0,4.0,27.0,19255.0,3.0,0.0,0.0,10.0,0,0,1,0,0,0
35000,60,893.54,14.69,7098.33,695.0,7.0,19.0,15538.0,0.0,1.0,0.0,10.0,0,0,1,0,0,0
35000,60,893.54,22.89,10291.67,732.0,8.0,32.0,36199.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0
35000,60,893.54,20.56,5666.67,732.0,8.0,20.0,22290.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
35000,60,893.54,5.46,8833.33,732.0,9.0,12.0,13063.0,1.0,0.0,0.0,4.0,0,0,1,0,0,0
